numero_conteneur,numero_plombage,bruit_fond_debit_nsvh,bruit_fond_cps,interieur_conteneur_debit_nsvh,interieur_conteneur_cps,exterieur_conteneur_debit_nsvh,exterieur_conteneur_cps,apres_plombage_conteneur_debit_nsvh,apres_plombage_conteneur_cps,dose_gamma_chargement_debit_nsvh,dose_gamma_chargement_cps,contamination
CT2181,PL932599,54.14,0.87,53.29,0.76,54.16,0.86,53.23,0.72,88.23,1.3,1
CT0800,PL551015,57.34,1.41,58.06,1.37,59.46,1.43,59.69,1.49,48.69,1.1,0
CT2006,PL228232,65.96,0.79,67.69,0.75,64.29,0.78,66.02,0.69,62.04,0.7,0
CT3540,PL785933,66.24,1.72,70.42,1.81,67.8,1.62,68.12,1.93,30.28,1.94,0
CT2008,PL263038,83.41,0.96,80.83,0.96,82.78,0.98,84.7,1.02,53.54,1.06,0
CT2770,PL224982,43.06,1.34,42.88,1.4,42.91,1.35,43.68,1.36,85.8,1.59,1
CT3231,PL180102,58.28,0.56,59.04,0.42,60.47,0.39,60.36,0.62,82.89,0.68,1
CT3590,PL500455,87.78,1.5,87.96,1.55,87.96,1.61,87.93,1.58,85.89,1.68,0
CT2508,PL476188,32.87,0.62,36.48,0.73,31.02,0.45,29.52,0.5,41.13,1.92,1
CT0618,PL453151,39.96,1.0,40.2,0.96,41.0,0.95,41.26,1.08,56.08,0.93,1
CT0285,PL455528,52.41,0.94,54.04,1.02,53.91,1.02,52.9,1.05,70.78,1.81,1
CT0862,PL614723,32.71,1.16,32.4,1.09,34.49,1.34,36.18,1.09,88.31,1.59,1
CT3223,PL195081,41.7,1.92,41.23,1.98,39.92,1.92,41.87,1.97,81.02,1.64,1
CT3234,PL787016,37.08,0.5,37.86,0.56,36.22,0.37,33.83,0.61,86.12,0.46,1
CT0407,PL996048,52.39,0.49,53.27,0.52,51.86,0.36,53.46,0.47,74.19,0.85,1
CT1500,PL410914,47.15,0.5,47.77,0.51,45.51,0.5,44.68,0.73,81.14,1.81,1
CT2382,PL471000,75.95,1.81,73.83,1.74,72.07,1.81,73.63,1.89,41.48,1.31,0
CT2278,PL887093,35.95,0.38,35.77,0.4,35.51,0.36,36.68,0.29,78.53,1.06,1
CT4073,PL331496,51.16,1.3,49.29,1.34,48.86,1.33,49.32,1.27,89.61,0.69,1
CT0247,PL881239,77.04,1.79,74.1,1.92,74.35,1.8,78.38,1.82,34.14,1.75,0
CT4129,PL494145,81.78,0.7,83.42,0.79,79.88,0.86,84.08,0.47,40.15,0.82,0
CT1336,PL784846,63.03,1.09,64.28,1.14,63.48,0.96,61.83,1.02,70.27,1.38,0
CT1936,PL957263,36.95,1.7,35.25,1.59,37.24,1.78,35.95,1.62,84.32,0.4,1
CT0975,PL964141,33.01,0.94,34.65,0.89,29.33,0.78,33.94,1.02,72.85,1.6,1
CT2975,PL386166,56.49,1.33,57.43,1.22,60.61,1.41,53.65,1.35,82.16,1.49,1
CT0121,PL220151,76.86,1.36,76.29,1.18,76.36,1.31,78.24,1.38,55.2,1.87,0
CT2212,PL853753,55.15,1.48,57.07,1.52,56.95,1.54,57.41,1.54,69.14,0.45,1
CT1039,PL463714,34.61,1.27,36.84,1.23,36.75,1.29,34.29,1.16,34.31,0.91,0
CT1788,PL246389,54.95,0.55,54.32,0.51,52.17,0.43,56.91,0.52,83.34,1.23,1
CT3910,PL759738,78.57,0.51,75.5,0.58,81.06,0.41,80.77,0.58,77.11,1.49,0
CT3528,PL953695,87.27,0.9,87.51,0.98,89.73,1.03,84.78,1.13,46.16,1.7,0
CT2780,PL967869,45.2,1.99,43.63,1.95,43.91,1.97,42.78,2.03,60.63,0.99,1
CT3995,PL234832,75.92,1.93,78.9,1.9,75.56,1.99,73.74,1.87,49.42,0.54,0
CT3499,PL883301,47.95,1.75,49.91,1.77,43.96,1.62,49.86,1.75,67.39,1.09,1
CT1317,PL372933,34.48,1.21,35.34,1.1,33.78,1.18,36.99,1.15,55.49,1.52,1
CT0222,PL121959,59.61,1.28,59.22,1.3,61.73,1.22,59.01,1.33,85.28,0.42,1
CT4839,PL712181,85.29,0.39,84.61,0.28,86.69,0.39,85.75,0.38,63.65,1.02,0
CT4652,PL214397,67.85,1.03,70.16,0.86,67.74,0.99,68.07,1.16,57.33,1.48,0
CT4657,PL980006,79.93,0.83,77.67,0.92,78.48,0.69,79.56,0.87,85.59,0.81,0
CT1966,PL205228,85.98,1.17,89.26,0.99,84.98,1.09,86.66,1.17,50.0,0.7,0
CT3744,PL940230,55.74,1.61,57.1,1.6,56.78,1.59,51.68,1.57,37.73,0.99,0
CT1477,PL841804,36.81,1.69,34.86,1.78,35.38,1.75,36.85,1.74,78.03,1.87,1
CT0607,PL404119,63.11,1.15,62.71,1.28,61.39,1.04,62.52,1.05,65.13,1.07,0
CT4232,PL277912,58.3,1.1,56.66,0.98,59.27,1.06,56.55,1.14,36.85,0.82,0
CT0137,PL950937,42.27,0.81,41.56,0.64,43.44,0.78,40.84,0.71,52.07,0.57,1
CT4432,PL486328,79.78,1.75,78.34,1.88,83.21,1.67,79.52,1.69,41.38,1.62,0
CT2594,PL682004,47.79,0.46,49.09,0.39,44.24,0.52,46.03,0.54,66.94,0.77,1
CT1196,PL164323,78.33,1.89,82.43,1.81,79.12,1.84,73.77,1.91,59.68,0.58,0
CT4962,PL538242,74.95,1.27,75.78,1.41,70.57,1.4,76.89,1.14,88.42,0.68,1
CT3455,PL778029,45.41,1.9,44.99,2.19,46.28,1.8,47.09,1.83,71.99,1.86,1
CT4971,PL901955,74.8,1.18,74.05,1.11,77.29,1.19,78.17,1.12,60.8,1.57,0
CT1446,PL483152,54.91,1.2,55.27,1.25,52.58,1.16,55.11,1.29,75.44,0.53,1
CT1135,PL126069,56.79,1.45,58.49,1.49,58.32,1.65,58.73,1.42,69.65,1.01,1
CT1006,PL417623,44.03,0.6,44.2,0.57,47.53,0.48,44.89,0.52,58.5,0.84,1
CT2271,PL978879,67.27,1.03,69.75,0.81,67.99,1.03,64.58,1.17,42.04,0.77,0
CT4050,PL194475,60.54,0.43,59.29,0.34,61.46,0.41,56.67,0.43,40.84,1.2,0
CT3882,PL769927,37.5,1.46,34.62,1.77,39.13,1.49,42.12,1.69,60.07,0.92,1
CT3796,PL373146,77.91,0.99,75.99,0.92,78.03,1.03,75.19,0.88,50.75,1.87,0
CT2260,PL619052,89.15,1.12,89.04,1.0,89.46,1.1,91.63,1.09,76.9,1.71,0
CT0234,PL547600,50.02,1.26,52.62,1.07,47.75,1.11,49.31,1.23,65.31,1.22,1
CT2596,PL848013,37.48,1.54,36.35,1.51,39.56,1.63,37.04,1.62,69.04,0.81,1
CT4716,PL238731,52.37,0.43,49.47,0.52,55.2,0.45,51.91,0.49,83.56,1.17,1
CT3639,PL298137,74.62,1.78,73.15,1.78,74.37,1.76,78.85,1.74,36.16,1.97,0
CT3321,PL836940,59.6,0.85,61.42,0.95,62.69,1.0,60.26,0.67,71.13,1.72,1
CT4996,PL618823,48.57,1.84,50.65,1.93,47.31,1.69,48.42,1.86,68.97,0.73,1
CT2236,PL359931,62.24,1.83,64.3,1.83,63.44,1.76,63.26,1.85,40.14,0.68,0
CT4921,PL440676,37.53,1.91,36.46,1.91,33.68,1.89,38.76,1.91,52.24,0.93,1
CT1274,PL114060,71.68,1.46,67.16,1.55,72.57,1.68,72.25,1.53,47.99,1.57,0
CT0455,PL258823,74.89,1.51,73.13,1.44,74.8,1.56,70.8,1.54,32.56,0.88,0
CT4942,PL799158,45.0,1.46,44.75,1.39,41.8,1.58,44.8,1.58,74.55,1.4,1
CT1168,PL623138,38.6,0.43,36.37,0.61,38.58,0.36,40.51,0.31,42.35,0.77,0
CT1435,PL398512,45.87,0.77,43.59,0.86,47.02,0.81,47.63,0.89,41.36,1.64,0
CT1124,PL728880,56.67,0.4,58.33,0.47,59.46,0.3,57.4,0.35,68.04,1.46,1
CT2609,PL798956,56.32,0.73,53.98,0.72,56.93,0.73,53.76,0.73,42.82,0.86,0
CT4836,PL988403,56.69,1.21,57.5,1.09,59.17,1.35,59.11,1.11,87.34,1.64,1
CT2428,PL790417,50.83,1.64,51.91,1.69,53.41,1.64,49.34,1.69,62.45,1.8,1
CT1324,PL364480,61.78,0.45,61.11,0.63,62.23,0.54,59.72,0.49,57.27,1.09,0
CT2540,PL980112,35.37,0.36,39.56,0.24,31.75,0.45,32.94,0.31,55.84,1.07,1
CT0590,PL159101,78.0,1.79,75.8,1.82,78.77,1.67,80.32,1.89,57.04,1.89,0
CT4997,PL319526,47.54,1.66,43.53,1.56,49.66,1.57,47.7,1.72,79.22,0.65,1
CT4761,PL860084,40.48,1.35,41.66,1.3,40.75,1.27,41.34,1.38,69.19,0.99,1
CT4285,PL692632,83.2,1.76,83.47,1.82,85.52,1.79,81.39,1.74,60.66,1.56,0
CT0546,PL277247,67.9,1.57,69.82,1.76,65.75,1.54,66.04,1.65,45.59,1.71,0
CT0915,PL251456,39.36,0.58,39.46,0.45,40.93,0.27,42.66,0.51,73.59,1.32,1
CT0098,PL882038,44.85,0.51,43.2,0.53,40.27,0.77,41.17,0.44,72.6,1.87,1
CT0889,PL680466,77.37,0.62,77.1,0.62,79.06,0.62,80.29,0.76,55.26,1.46,0
CT3878,PL913081,81.71,1.44,79.57,1.52,82.83,1.42,79.66,1.37,84.98,1.72,0
CT3971,PL947467,30.59,1.51,29.5,1.52,33.42,1.47,30.56,1.57,32.99,1.78,0
CT2320,PL486821,50.34,0.98,49.9,0.85,49.91,0.94,52.06,0.88,31.71,0.76,0
CT2552,PL325049,48.2,0.39,48.8,0.33,48.91,0.41,50.25,0.46,87.14,1.89,1
CT4471,PL572779,60.11,1.59,59.7,1.55,59.75,1.54,59.96,1.85,80.4,1.01,1
CT2754,PL415507,49.34,1.53,49.2,1.45,50.3,1.39,47.67,1.6,66.36,1.26,1
CT4955,PL291387,52.48,1.76,55.58,1.62,53.38,1.77,55.87,1.81,72.91,0.88,1
CT4166,PL253124,33.5,1.55,30.45,1.47,32.67,1.51,33.55,1.45,55.79,0.44,1
CT3803,PL680595,43.1,1.28,42.57,1.21,41.28,1.35,41.0,1.36,86.26,0.79,1
CT4549,PL518815,49.23,1.79,48.32,1.77,51.22,1.83,46.01,1.71,75.26,0.76,1
CT3488,PL592092,56.62,0.8,59.15,0.92,56.46,0.79,56.89,0.85,71.72,1.35,1
CT1094,PL246106,62.84,1.76,63.89,1.85,66.0,1.66,63.07,1.76,86.45,1.24,1
CT4872,PL512918,47.3,1.39,47.4,1.47,50.43,1.32,44.9,1.38,73.1,1.5,1
CT1198,PL289139,78.36,1.07,76.95,1.32,76.35,1.02,76.97,1.07,55.29,1.24,0
CT4086,PL664046,54.27,1.95,53.52,1.95,54.85,1.94,57.37,1.97,83.54,1.98,1
CT3999,PL539953,52.63,0.53,52.29,0.52,50.27,0.6,49.29,0.35,87.62,1.21,1
CT4275,PL468377,58.68,1.71,58.3,1.75,61.72,1.63,58.15,1.72,38.59,0.78,0
CT0209,PL668550,51.36,1.34,54.2,1.34,53.81,1.37,50.63,1.34,49.17,0.58,0
CT4447,PL247309,40.56,1.15,38.28,1.28,43.71,1.14,43.4,1.4,76.7,1.78,1
CT2967,PL163037,31.75,1.73,32.61,1.67,34.75,1.75,31.92,1.81,37.58,0.73,0
CT0166,PL219176,40.44,1.27,40.83,1.38,39.34,1.35,42.41,1.14,75.38,1.33,1
CT0130,PL113986,88.63,0.45,88.78,0.28,88.16,0.28,87.46,0.47,53.09,0.74,0
CT2805,PL634003,61.25,0.76,62.67,0.93,57.69,0.86,61.24,0.79,68.59,0.91,1
CT4983,PL537100,34.51,1.53,33.68,1.62,34.91,1.52,36.24,1.64,86.56,0.6,1
CT1300,PL665445,79.95,0.76,77.44,0.81,81.4,0.67,80.99,0.86,55.15,1.15,0
CT0212,PL785440,84.67,1.47,85.62,1.55,85.22,1.49,85.97,1.56,31.82,0.93,0
CT2815,PL659873,57.14,1.76,54.69,1.71,56.25,1.74,57.66,1.91,56.69,1.9,0
CT1141,PL123275,55.78,0.86,57.17,0.75,53.63,0.75,52.67,1.01,84.58,0.95,1
CT2690,PL305768,48.42,1.28,49.25,1.33,50.44,1.24,48.92,1.35,44.95,0.64,0
CT2138,PL886958,46.78,0.4,47.08,0.45,45.61,0.47,44.18,0.47,63.82,1.98,1
CT4038,PL946490,72.65,0.9,71.36,0.88,72.91,0.78,71.8,0.93,76.67,1.26,0
CT2682,PL168388,85.89,1.33,87.79,1.31,84.23,1.41,90.18,1.23,52.47,0.94,0
CT2391,PL377707,63.72,1.68,62.76,1.67,63.61,1.65,61.69,1.48,35.86,1.04,0
CT3474,PL706200,83.52,1.55,84.36,1.35,83.22,1.43,85.24,1.63,33.9,1.24,0
CT0173,PL150015,76.34,1.57,75.76,1.61,74.32,1.67,78.03,1.51,84.0,0.57,0
CT3283,PL816987,89.99,0.46,91.82,0.5,94.01,0.28,89.22,0.43,82.31,1.8,0
CT3548,PL904565,43.82,1.13,42.14,1.17,42.23,1.05,42.87,1.18,62.63,1.28,1
CT2354,PL932325,79.36,1.88,79.38,1.78,75.9,1.72,79.08,1.91,63.48,0.66,0
CT3248,PL245016,89.74,0.44,89.18,0.37,87.13,0.38,86.43,0.34,45.41,1.36,0
CT1862,PL599722,87.24,0.81,86.71,0.69,86.97,0.83,86.98,1.07,82.81,1.35,0
CT3652,PL255289,66.47,0.56,69.4,0.49,64.3,0.66,67.8,0.63,80.78,0.87,1
CT1143,PL574665,37.75,1.74,36.48,1.86,37.53,1.91,39.94,1.7,31.04,1.12,0
CT3670,PL257547,60.18,1.17,59.58,1.09,58.75,1.13,63.41,1.17,84.55,1.02,1
CT4380,PL906242,50.46,1.82,53.47,1.89,52.05,1.8,49.88,1.9,54.83,0.42,0
CT1913,PL342615,87.15,1.14,83.11,1.32,88.88,1.15,91.37,1.01,66.67,1.15,0
CT2452,PL930185,46.3,0.45,46.63,0.56,45.5,0.52,47.21,0.45,31.69,1.75,0
CT0335,PL480002,75.22,1.48,74.8,1.62,79.23,1.3,74.37,1.57,59.87,0.55,0
CT1524,PL139986,76.9,2.0,80.61,1.88,78.35,2.05,78.93,2.01,58.35,0.54,0
CT3743,PL517168,54.52,1.92,55.43,1.8,56.68,2.09,55.09,1.86,41.81,0.38,0
CT0344,PL522515,85.99,0.77,88.64,0.63,88.79,0.95,84.67,0.83,58.37,1.21,0
CT4756,PL537985,31.89,0.54,33.87,0.47,33.84,0.6,29.53,0.38,31.66,0.65,0
CT3106,PL223257,81.99,1.22,83.4,1.17,80.23,1.18,84.18,1.25,89.28,1.63,0
CT4617,PL274037,46.44,1.97,45.64,1.82,46.63,2.02,44.86,1.99,69.14,1.07,1
CT0169,PL222409,66.74,1.89,66.74,1.89,66.77,1.86,67.45,1.76,88.18,0.92,1
CT1859,PL756166,62.08,0.8,60.32,0.83,62.32,0.82,59.91,0.84,34.1,0.52,0
CT1910,PL865537,66.36,1.42,69.28,1.47,65.82,1.5,66.2,1.47,54.52,1.41,0
CT3452,PL495755,84.36,0.39,84.59,0.31,85.56,0.36,80.99,0.52,45.88,0.99,0
CT2197,PL423825,43.88,1.25,44.65,1.09,43.2,1.42,44.61,1.33,64.37,1.9,1
CT2797,PL358503,41.8,0.9,41.92,0.84,43.45,0.76,39.1,0.98,47.23,0.46,0
CT1234,PL704055,57.64,0.64,57.91,0.58,58.54,0.61,54.66,0.72,51.57,0.63,0
CT1064,PL123624,63.96,0.8,64.05,0.88,62.36,1.0,63.24,0.94,72.35,1.38,0
CT2753,PL605629,66.14,1.2,65.56,1.21,67.08,1.33,64.18,1.25,41.08,1.19,0
CT2127,PL343373,83.9,0.87,83.93,0.86,84.92,0.92,84.65,0.89,74.99,1.27,0
CT1941,PL758380,67.21,1.84,73.27,1.67,67.63,1.97,66.07,1.78,46.37,1.3,0
CT2207,PL936501,47.4,1.59,49.27,1.39,50.39,1.5,43.19,1.6,87.92,0.66,1
CT4179,PL433299,32.28,0.77,30.95,0.78,33.73,0.65,33.4,0.65,86.08,1.68,1
CT0602,PL647577,56.12,1.1,55.24,1.05,54.06,1.12,56.69,1.1,52.13,1.58,0
CT2303,PL726045,46.44,1.83,47.23,1.88,47.42,1.95,45.82,1.92,67.63,1.8,1
CT4529,PL985258,32.11,0.86,30.42,0.83,31.92,0.95,29.58,0.85,70.54,1.03,1
CT3322,PL367613,30.24,1.44,27.57,1.55,33.87,1.47,30.33,1.31,45.77,0.77,1
CT0290,PL411955,34.66,1.48,35.19,1.44,34.87,1.35,35.94,1.39,69.05,0.55,1
CT1457,PL119816,67.52,1.69,63.95,1.75,71.54,1.82,67.46,1.64,48.5,1.99,0
CT0504,PL457429,80.95,1.61,81.0,1.6,79.46,1.69,81.03,1.4,63.39,0.98,0
CT3442,PL852254,30.61,1.94,29.95,1.77,26.18,1.96,26.85,1.77,63.15,0.87,1
CT0399,PL469599,52.47,1.66,53.97,1.54,54.62,1.65,51.3,1.51,79.31,1.61,1
CT1577,PL864757,45.27,0.36,48.2,0.43,43.93,0.5,46.14,0.44,76.94,1.88,1
CT0007,PL210268,54.96,1.09,56.13,1.27,56.01,1.24,53.82,1.03,89.51,1.62,1
CT2443,PL599115,87.35,1.61,88.79,1.56,85.16,1.62,87.73,1.55,35.76,0.48,0
CT2352,PL861985,39.51,1.2,35.39,0.97,35.84,1.29,40.33,1.16,55.81,0.57,1
CT2605,PL557373,67.27,0.9,66.34,0.78,68.29,0.94,63.69,0.68,65.37,1.85,0
CT3543,PL630062,31.97,1.22,30.9,1.37,31.09,1.28,31.04,1.21,49.55,0.65,1
CT1680,PL788281,55.69,1.44,56.85,1.68,53.29,1.32,58.93,1.59,43.39,0.59,0
CT2373,PL438511,33.15,1.59,32.23,1.64,35.73,1.48,32.01,1.42,61.24,1.05,1
CT4884,PL592148,86.04,1.17,86.42,1.17,87.65,1.21,84.84,1.19,71.51,0.97,0
CT2900,PL652467,72.54,1.63,74.93,1.58,72.35,1.83,74.51,1.6,84.27,0.82,1
CT2777,PL270963,43.34,0.73,43.51,0.75,40.97,0.77,41.52,0.75,77.15,0.44,1
CT1418,PL418408,82.43,0.65,85.6,0.82,81.75,0.54,83.34,0.66,89.14,1.99,0
CT1584,PL317215,41.75,1.72,39.56,1.69,42.2,1.54,44.28,1.92,50.89,0.72,1
CT1995,PL512003,36.69,0.92,35.97,0.85,36.73,0.89,37.54,0.98,85.22,1.4,1
CT4449,PL114743,72.36,1.14,75.21,1.2,69.57,1.15,77.35,1.15,58.96,1.47,0
CT1521,PL578446,65.26,1.88,64.05,1.72,68.36,2.0,66.77,2.07,81.38,1.37,1
CT2954,PL282268,74.79,1.07,72.87,1.38,75.09,1.15,70.55,1.16,83.42,1.2,1
CT4769,PL925553,46.01,0.63,50.57,0.69,44.61,0.66,45.16,0.87,57.5,1.37,1
CT0579,PL260196,33.99,1.89,38.58,1.85,36.5,2.0,31.42,1.82,37.63,1.59,0
CT4719,PL439384,36.76,0.49,36.87,0.55,33.92,0.44,37.09,0.45,69.97,1.11,1
CT1472,PL910874,63.2,1.98,61.49,1.97,61.74,2.0,60.9,2.08,76.27,1.74,1
CT1429,PL566725,75.13,1.5,77.84,1.47,75.58,1.53,76.8,1.36,65.26,1.54,0
CT0609,PL640652,54.97,0.94,56.67,0.89,57.67,0.79,57.8,0.73,32.18,1.01,0
CT4415,PL223853,78.8,0.47,79.88,0.49,81.04,0.45,79.91,0.28,53.55,1.5,0
CT1724,PL807220,30.31,1.86,30.72,1.94,28.72,1.95,34.21,1.74,88.81,1.83,1
CT3598,PL522355,46.76,1.16,44.02,1.35,46.54,1.18,48.44,1.08,34.23,0.73,0
CT1123,PL366776,31.8,1.28,34.24,1.26,34.64,1.32,32.68,1.32,50.65,0.8,1
CT3143,PL985421,61.76,1.78,62.66,1.75,62.81,1.76,60.48,1.82,72.64,1.02,1
CT3180,PL743534,44.25,1.49,45.13,1.66,43.93,1.42,43.35,1.44,37.53,1.37,0
CT1757,PL666074,54.13,1.04,55.39,0.97,53.98,0.8,54.06,1.0,32.54,1.85,0
CT1767,PL166150,34.25,1.2,30.93,1.22,34.04,1.1,36.24,1.33,36.26,1.26,0
CT0232,PL693128,42.37,1.02,41.28,1.08,43.55,1.17,42.4,1.06,39.48,1.23,0
CT3631,PL613012,88.23,1.1,90.19,1.16,88.02,1.17,85.82,0.98,52.45,1.83,0
CT4735,PL123091,75.36,0.76,78.54,0.66,73.21,0.85,75.2,0.77,31.46,1.95,0
CT3891,PL536571,64.79,0.84,64.51,0.79,63.52,0.94,65.24,0.76,81.05,1.13,1
CT3470,PL450040,36.37,0.99,38.09,0.9,39.11,1.02,35.56,0.99,51.6,0.88,1
CT2367,PL857038,34.52,0.44,32.5,0.43,35.32,0.47,34.11,0.52,31.75,1.61,0
CT0503,PL284078,83.5,1.63,81.37,1.63,84.91,1.65,85.06,1.68,69.42,0.38,0
CT3516,PL506140,73.81,1.34,71.97,1.37,70.75,1.31,77.65,1.3,34.72,1.13,0
CT2110,PL650719,85.72,1.35,86.18,1.41,86.79,1.47,87.26,1.34,35.01,1.98,0
CT3774,PL239544,61.02,0.82,61.84,0.98,64.31,0.73,60.1,0.64,40.04,0.36,0
CT4330,PL317770,88.09,0.42,84.02,0.55,87.06,0.52,87.62,0.34,33.09,1.55,0
CT2191,PL720635,81.65,1.36,82.34,1.29,79.11,1.08,81.62,1.38,59.47,1.37,0
CT1594,PL422918,54.93,1.25,56.49,1.11,56.05,1.16,57.17,1.29,77.19,1.99,1
CT3953,PL492720,78.87,1.15,82.03,1.18,79.68,1.05,82.16,1.08,58.71,1.71,0
CT3568,PL118658,62.4,1.65,64.67,1.66,57.29,1.58,61.51,1.62,77.44,0.59,1
CT4288,PL660592,57.93,1.15,56.49,1.08,58.55,1.24,53.87,1.17,76.63,1.11,1
CT1118,PL195462,69.38,0.96,68.59,0.9,67.88,0.78,68.88,1.0,52.73,1.01,0
CT0667,PL992323,61.37,0.9,62.22,0.98,64.21,0.92,62.12,0.85,81.31,0.41,1
CT3059,PL529440,42.94,1.54,41.62,1.65,43.07,1.56,39.81,1.43,86.74,0.61,1
CT1432,PL226161,41.81,1.81,39.67,1.64,43.49,1.76,38.17,1.98,61.0,0.5,1
CT4147,PL877881,57.31,1.02,56.16,1.24,57.4,1.2,56.12,0.99,30.64,0.42,0
CT3725,PL286368,34.16,0.4,37.57,0.57,28.58,0.4,32.44,0.35,40.71,1.17,1
CT0124,PL748663,89.42,1.79,87.97,1.66,89.22,1.72,92.32,1.94,74.72,0.44,0
CT1322,PL132154,50.24,1.6,49.82,1.75,52.46,1.51,53.77,1.6,38.04,1.7,0
CT0426,PL559451,39.52,0.83,38.67,0.88,41.4,0.89,41.66,0.71,31.94,1.85,0
CT2566,PL766923,43.55,1.85,41.5,1.93,42.93,1.94,44.56,1.68,81.04,0.42,1
CT3825,PL263834,69.87,1.68,69.49,1.61,71.48,1.61,73.27,1.71,36.41,1.9,0
CT0386,PL500109,62.74,1.72,64.14,1.67,60.84,1.6,63.85,1.75,47.83,0.64,0
CT1345,PL226108,33.67,1.68,33.65,1.54,33.27,1.57,34.67,1.75,31.62,1.31,0
CT3287,PL529276,85.24,1.57,85.26,1.61,82.31,1.45,86.22,1.58,39.1,1.25,0
CT0876,PL992048,35.92,0.39,38.45,0.33,35.51,0.4,38.86,0.35,78.52,0.89,1
CT3708,PL394746,55.36,1.01,50.2,1.03,54.78,1.13,54.91,1.13,72.6,1.7,1
CT1242,PL886667,30.82,1.4,30.4,1.5,30.36,1.39,30.12,1.39,77.79,0.53,1
CT0526,PL698135,64.73,0.67,67.49,0.6,65.48,0.73,66.4,0.75,73.29,0.47,0
CT4661,PL927424,87.08,1.26,88.31,1.27,87.59,1.38,85.83,1.23,45.1,1.79,0
CT4172,PL785763,54.41,1.27,58.85,1.39,57.83,1.39,54.86,1.24,73.77,1.05,1
CT0245,PL691460,62.1,1.52,60.75,1.51,63.74,1.57,60.2,1.49,56.78,0.63,0
CT2621,PL934800,45.91,1.3,48.99,1.36,44.89,1.3,47.11,1.33,81.67,1.93,1
CT1283,PL243026,89.68,1.74,92.16,1.73,87.56,1.61,85.65,1.92,77.88,0.45,0
CT3773,PL863760,31.06,1.59,33.44,1.74,31.66,1.46,27.74,1.73,52.97,1.79,1
CT3243,PL766165,73.49,1.07,73.48,0.98,72.01,1.05,77.37,1.06,57.69,0.43,0
CT4429,PL735956,87.63,0.69,86.2,0.53,88.68,0.56,89.07,0.54,59.38,0.46,0
CT4464,PL771009,47.9,0.63,50.46,0.71,48.21,0.47,45.71,0.6,49.49,1.9,0
CT3620,PL139901,81.5,0.69,77.49,0.73,82.54,0.68,81.31,0.8,66.28,1.99,0
CT4293,PL587505,34.96,1.44,33.2,1.58,34.08,1.59,36.7,1.46,83.44,0.41,1
CT2875,PL793045,64.78,1.46,62.71,1.71,66.97,1.39,68.49,1.52,56.85,1.45,0
CT4252,PL700309,81.87,1.91,82.7,1.83,82.8,2.07,82.12,1.96,75.63,0.43,0
CT1854,PL691652,76.95,1.56,76.59,1.65,77.33,1.55,78.35,1.57,85.61,1.65,0
CT2116,PL531374,35.56,1.51,35.51,1.59,38.61,1.38,33.83,1.57,89.15,1.57,1
CT4686,PL276743,78.63,0.81,77.79,0.79,79.16,0.67,79.01,0.83,81.28,1.56,0
CT1142,PL696562,46.74,0.54,48.03,0.46,45.66,0.63,46.59,0.6,63.42,0.39,1
CT4266,PL690706,87.71,1.06,85.12,1.09,83.64,1.09,86.82,1.11,49.36,0.75,0
CT4816,PL911804,33.29,1.56,30.47,1.55,34.49,1.69,30.35,1.59,45.75,0.69,1
CT3207,PL988036,57.21,1.02,58.18,1.11,56.37,1.09,55.56,1.04,72.72,1.79,1
CT2512,PL584965,75.83,1.15,74.95,1.19,77.17,1.0,76.96,1.1,42.58,1.86,0
CT0367,PL718467,42.21,0.42,44.66,0.41,38.13,0.3,39.6,0.3,48.96,0.74,1
CT2793,PL984884,79.98,0.79,78.48,0.86,77.91,0.82,79.01,0.98,30.4,0.54,0
CT1306,PL590025,85.95,0.88,81.37,0.82,89.25,0.79,89.91,0.88,63.79,0.43,0
CT4163,PL876676,88.38,0.76,89.76,0.78,86.63,0.7,89.21,0.73,50.45,1.76,0
CT3088,PL139279,42.61,1.21,40.82,1.19,44.55,1.18,41.47,1.19,68.35,0.58,1
CT0372,PL580047,79.24,0.4,79.59,0.25,80.65,0.5,78.85,0.31,56.28,1.32,0
CT1414,PL268502,38.95,1.12,42.15,1.09,40.51,1.18,40.43,1.1,75.78,1.67,1
CT4841,PL258763,56.75,1.69,59.73,1.82,55.0,1.54,59.23,1.75,67.02,1.48,1
CT0762,PL617313,57.94,1.2,63.34,1.36,59.2,1.3,58.72,1.23,72.19,1.92,1
CT3830,PL468252,38.57,1.11,39.36,1.05,40.47,1.18,41.8,1.26,47.1,1.16,0
CT0092,PL661353,34.25,0.93,32.81,0.88,31.88,0.91,32.92,1.03,45.17,0.7,1
CT4307,PL894448,36.44,0.37,35.13,0.34,36.08,0.35,37.89,0.23,66.42,1.74,1
CT3828,PL376993,83.31,1.73,83.79,1.83,83.28,1.72,83.2,1.84,58.13,1.88,0
CT1241,PL636507,83.47,0.66,85.42,0.76,82.23,0.7,81.2,0.67,63.28,1.75,0
CT3589,PL361716,61.46,1.11,60.46,1.22,61.69,1.01,62.35,1.18,36.78,1.62,0
CT1166,PL224040,30.08,1.54,34.05,1.51,29.71,1.55,31.52,1.47,76.15,1.7,1
CT0968,PL798168,72.61,1.86,72.7,1.98,72.7,1.76,73.03,1.93,66.79,1.94,0
CT2574,PL813708,84.58,0.5,85.42,0.61,85.09,0.31,84.92,0.27,46.6,1.21,0
